Date,Communication Services,Consumer Discretionary,Consumer Staples,Energy,Financials,Health Care,Industrials,Information Technology,Materials,Real Estate,Utilities
2020-03-18 00:00:00-04:00,-0.03156871728901444,-0.08655280542331577,-0.03429378082810007,-0.1674393773204725,-0.0862644650205023,-0.02225869655042358,-0.06344194017108219,-0.05209149114030571,-0.0228394015497734,-0.15850931226843157,-0.04806211477999569
2020-03-19 00:00:00-04:00,0.023926155722352484,0.04509204620493255,-0.029620134847217545,0.06719268484540254,0.028821545249351564,-0.028942391679302657,0.017830912423001912,0.019259145283500066,0.019565693334958452,0.08880362626971527,-0.055279869784921186
2020-03-20 00:00:00-04:00,-0.05309724362768323,-0.02583728350951831,-0.064956218378454,0.010538979527156942,-0.05172684865386186,-0.03888760445843604,-0.04264216918267293,-0.038374065974334376,-0.021115946341033705,-0.106960878537161,-0.08773898050113411
2020-03-23 00:00:00-04:00,0.0031276502460509253,-0.016404589119729418,-0.030489512132322538,-0.07348539237896805,-0.05874759899428838,-0.0468728323671353,-0.04185724274707189,-0.0033698502819629285,-0.020236024766677935,-0.023002210620095238,-0.06270226025500641
2020-03-24 00:00:00-04:00,0.051882454504398635,0.12692383015574668,0.05253483031768661,0.18306639960665702,0.1359457383183863,0.06402038882737555,0.11145091725078299,0.09940309644051143,0.081424977126313,0.07387501453018025,0.12096133768981944
2020-03-25 00:00:00-04:00,-0.009278101387040013,0.02676556831302065,0.0017112544488826285,0.03247582346873629,0.042221843932509405,-0.00045079132796572004,0.059104252340549654,-0.011675673993251668,0.03395098769847198,0.08817867445867389,0.028015480762158377
2020-03-26 00:00:00-04:00,0.06440849701729928,0.035869934642779065,0.057127980143923174,0.05813789033077818,0.067252547532665,0.06684006728270955,0.06909423300520184,0.06819027294887127,0.014536783971552497,0.05255494139312516,0.09089735331865606
2020-03-27 00:00:00-04:00,-0.04003689629499745,-0.03364886694324745,-0.008534731227581619,-0.08228083634817397,-0.041129580457627886,-0.015703550482375452,-0.044235754292953074,-0.04770257742287647,-0.039292683406263164,-0.04112975402022845,0.0023110371064232606
2020-03-30 00:00:00-04:00,0.03108225106979982,0.013724688701688536,0.040238091413445566,0.020400032562871203,0.01696350092304862,0.04177381258383901,0.017237936478971753,0.03569437409112208,0.02906906204876638,0.010347670740369335,0.04451979065853909
2020-03-31 00:00:00-04:00,-0.011763975067267214,-0.0176745275153213,-0.013944702641526831,0.02326239479065768,-0.03667511708020892,-0.005798006375553796,-0.00901365340769994,-0.024523861793793636,-0.0006716980124769848,-0.04131363592191211,-0.04075047549766194
2020-04-01 00:00:00-04:00,-0.030198594043031768,-0.0505105130815618,-0.019949156838899088,-0.03534865464595551,-0.07304290755514237,-0.03440499822516243,-0.048259540120598625,-0.04595102412597361,-0.07545766858534307,-0.1022799215472647,-0.07206984809778262
2020-04-02 00:00:00-04:00,0.02081683082882538,-0.002074495367805397,0.03101984292241885,0.10402518293760932,0.022507199970227525,0.03050489084835669,0.015039681338745198,0.030892076531446662,0.02788821469040894,-0.0010622158538013682,0.034751277883810626
2020-04-03 00:00:00-04:00,-0.02276265237575743,-0.009721692414151214,0.005393017309066799,-0.02390428835393643,-0.025587760242420758,-0.005836125297439193,-0.031199877000390824,-0.02224253821830378,-0.007079748769765471,0.0344994565665854,-0.03544792251468339
2020-04-06 00:00:00-04:00,0.0595398720197115,0.07298392698770897,0.03619531326275013,0.0320723047991568,0.08204108474449386,0.04062136900623493,0.07676679893386394,0.08549687755113908,0.08476789688168217,0.09999940326606398,0.07338303328755308
2020-04-07 00:00:00-04:00,0.005420771482760797,0.021623639489127548,-0.007274709612778934,0.013215405423424314,0.01766352792351872,-0.013273043022877759,-0.00856805375913838,-0.010819889676844321,0.039776112335410445,0.043397702305988384,-0.015067448965644695
2020-04-08 00:00:00-04:00,0.014321535048316989,0.03128895174263739,0.01579499988043757,0.06398473237469336,0.04737488823402536,0.03898374029939765,0.04116838555055986,0.02992442744119929,0.05574947085349646,0.06146027180923963,0.04694464177014896
2020-04-09 00:00:00-04:00,0.008065957804949758,0.027811369368232954,0.0071171586438001765,-0.021052219920621753,0.05299377841963571,0.006308741734571855,0.004034355100759206,-0.0006641144817567452,0.03156025157650373,0.06049256471267908,0.046746005381357814
2020-04-13 00:00:00-04:00,0.0017737946115049866,0.001540111049031682,-0.007442306049739144,-0.004660871199056566,-0.0386479763555956,-0.004857263352823468,-0.024801214628267235,0.0039159498169169735,-0.027501179876956838,-0.03874267404801528,-0.03837187058549461
2020-04-14 00:00:00-04:00,0.03347152390480191,0.03453559414904562,0.04154860711445605,-0.005907225541230317,-0.00522962144374864,0.0344999037571506,0.009805724560789627,0.039827337506458824,0.0119048025808299,0.02899390642087784,0.02738240856516566
2020-04-15 00:00:00-04:00,-0.010713178960220627,-0.025246740850122743,-0.015111193485791813,-0.043055702931663685,-0.04807210886621998,-0.005718813821199867,-0.02972445259339953,-0.02628357874788073,-0.06991131945087205,-0.06581805576742555,-0.036013411107768865
2020-04-16 00:00:00-04:00,0.007101561564827447,0.004381673799655886,0.00845176560537396,-0.03330230982333208,-0.022447164847920212,0.018833817925960013,-0.014115404352064305,0.009732927509237389,-0.003960216145108076,-0.06255591311959957,-0.0028615444658306164
2020-04-17 00:00:00-04:00,0.012195254613959981,0.03724020965065758,0.01100440338338349,0.10378916676883763,0.059692713301078885,0.021034125345275437,0.053880611752618705,0.018256769460337805,0.042107627464718286,0.032165226502011465,0.034228716534316965
2020-04-20 00:00:00-04:00,-0.008626575722533121,-0.020213459828118518,-0.02049832131899485,-0.03676277827218083,-0.02118991695268867,-0.006336537257350546,-0.02409849079810938,-0.012145939227697744,-0.038611177212491715,-0.031532446397447,-0.036380001543234126
2020-04-21 00:00:00-04:00,-0.028300775893785837,-0.037524012123620394,-0.028752298844350765,-0.023153341056573462,-0.0353016142137691,-0.029748410116705207,-0.02272317849366268,-0.046086792889647815,-0.027235727071356602,-0.016128761378441304,-0.007954174757159874
2020-04-22 00:00:00-04:00,0.014365865893838793,0.026020004442961982,0.011446618742027802,0.03813792808876228,0.009542075585497618,0.017207719630512465,0.00528419496627123,0.04093490378922265,0.022852817905833524,0.011810536580498179,0.032022189748401826
2020-04-23 00:00:00-04:00,0.005597579999757871,-0.008292888122309886,-0.008718579609214029,0.030715441125297966,-0.0004992443655838738,0.0013719117172687086,0.010193857601497254,-0.005941984596707702,0.010354011557427434,-0.002199065876395275,-0.017553011924971784
2020-04-24 00:00:00-04:00,0.010494843776742929,0.018399219951558434,0.01366014589133974,0.002116419217204315,0.017779925371494545,0.01757068252789488,0.0009501006591981704,0.0201114824179536,0.008994964463114314,-0.023955238700388293,0.005641749184956896
2020-04-27 00:00:00-04:00,0.008299207247548918,0.02911556748061447,0.005784692438491629,0.021432553501826712,0.041877469648382716,0.014966411024302158,0.022335572337604838,0.012930633833879065,0.028036942976705004,0.06383351925351842,0.013780510687726032
2020-04-28 00:00:00-04:00,-0.016845108138204456,0.0026032440323498444,0.005077549254794975,0.02019071076527476,0.02075427635197158,-0.021259847015739415,0.01204198576344984,-0.015185147337222442,0.026533265656442054,0.03743954435998879,-0.004974807736373182
2020-04-29 00:00:00-04:00,0.03161501845426992,0.017312322012781253,-0.006840451738183729,0.06582354423932289,0.04459423683240673,0.003192300191498147,0.01620028345495056,0.03635057690095425,0.026639012786558357,0.027431512861453622,-0.013670710657664314
